Energy delta[Wh],GHI,temp,pressure,humidity,wind_speed,rain_1h,snow_1h,clouds_all,isSun,sunlightTime,dayLength,SunlightTime/daylength,hour,month
0,0,1.6,1021,100,4.9,0,0,100,0,0,450,0,0,1
0,0,1.6,1021,100,4.9,0,0,100,0,0,450,0,0,1
0,0,1.6,1021,100,4.9,0,0,100,0,0,450,0,0,1
0,0,1.6,1021,100,4.9,0,0,100,0,0,450,0,0,1
0,0,1.7,1020,100,5.2,0,0,100,0,0,450,0,1,1
0,0,1.7,1020,100,5.2,0,0,100,0,0,450,0,1,1
0,0,1.7,1020,100,5.2,0,0,100,0,0,450,0,1,1
0,0,1.7,1020,100,5.2,0,0,100,0,0,450,0,1,1
0,0,1.9,1020,100,5.5,0,0,100,0,0,450,0,2,1
0,0,1.9,1020,100,5.5,0,0,100,0,0,450,0,2,1
0,0,1.9,1020,100,5.5,0,0,100,0,0,450,0,2,1
0,0,1.9,1020,100,5.5,0,0,100,0,0,450,0,2,1
0,0,2,1019,100,5.7,0,0,100,0,0,450,0,3,1
0,0,2,1019,100,5.7,0,0,100,0,0,450,0,3,1
0,0,2,1019,100,5.7,0,0,100,0,0,450,0,3,1
0,0,2,1019,100,5.7,0,0,100,0,0,450,0,3,1
0,0,2.5,1018,100,5.6,0,0,100,0,0,450,0,4,1
0,0,2.5,1018,100,5.6,0,0,100,0,0,450,0,4,1
0,0,2.5,1018,100,5.6,0,0,100,0,0,450,0,4,1
0,0,2.5,1018,100,5.6,0,0,100,0,0,450,0,4,1
0,0,2.6,1017,100,5.7,0,0,100,0,0,450,0,5,1
0,0,2.6,1017,100,5.7,0,0,100,0,0,450,0,5,1
0,0,2.6,1017,100,5.7,0,0,100,0,0,450,0,5,1
0,0,2.6,1017,100,5.7,0,0,100,0,0,450,0,5,1
0,0,2.8,1017,100,6,0,0,100,0,0,450,0,6,1
0,0,2.8,1017,100,6,0,0,100,0,0,450,0,6,1
0,0,2.8,1017,100,6,0,0,100,0,0,450,0,6,1
0,0,2.8,1017,100,6,0,0,100,0,0,450,0,6,1
0,0,2.9,1016,100,6.1,0,0,98,0,0,450,0,7,1
0,0.2,2.9,1016,100,6.1,0,0,98,1,15,450,0.03,7,1
0,2.7,2.9,1016,100,6.1,0,0,98,1,30,450,0.07,7,1
0,6.4,2.9,1016,100,6.1,0,0,98,1,45,450,0.1,7,1
5,10.6,3.5,1016,99,6,0,0,98,1,60,450,0.13,8,1
33,6,3.5,1016,99,6,0,0,98,1,75,450,0.17,8,1
44,2.8,3.5,1016,99,6,0,0,98,1,90,450,0.2,8,1
61,3.1,3.5,1016,99,6,0,0,98,1,105,450,0.23,8,1
65,3.5,3.6,1016,97,6.2,0,0,100,1,120,450,0.27,9,1
83,3.8,3.6,1016,97,6.2,0,0,100,1,135,450,0.3,9,1
69,4.1,3.6,1016,97,6.2,0,0,100,1,150,450,0.33,9,1
98,4.3,3.6,1016,97,6.2,0,0,100,1,165,450,0.37,9,1
138,4.5,3.8,1015,93,5.6,0,0,94,1,180,450,0.4,10,1
161,4.7,3.8,1015,93,5.6,0,0,94,1,195,450,0.43,10,1
119,6.4,3.8,1015,93,5.6,0,0,94,1,210,450,0.47,10,1
95,11.9,3.8,1015,93,5.6,0,0,94,1,225,450,0.5,10,1
105,12.5,3.8,1014,91,5.8,0,0,100,1,240,450,0.53,11,1
124,10.4,3.8,1014,91,5.8,0,0,100,1,255,450,0.57,11,1
105,11.3,3.8,1014,91,5.8,0,0,100,1,270,450,0.6,11,1
67,11.8,3.8,1014,91,5.8,0,0,100,1,285,450,0.63,11,1
95,11.1,3.8,1014,90,5.9,0,0,100,1,300,450,0.67,12,1
79,11.3,3.8,1014,90,5.9,0,0,100,1,315,450,0.7,12,1
42,6,3.8,1014,90,5.9,0,0,100,1,330,450,0.73,12,1
42,3.7,3.8,1014,90,5.9,0,0,100,1,345,450,0.77,12,1
55,11.7,3.9,1013,89,6.1,0,0,98,1,360,450,0.8,13,1
96,10.2,3.9,1013,89,6.1,0,0,98,1,375,450,0.83,13,1
62,8.3,3.9,1013,89,6.1,0,0,98,1,390,450,0.87,13,1
102,10,3.9,1013,89,6.1,0,0,98,1,405,450,0.9,13,1
58,7.5,3.8,1013,89,6.2,0,0,98,1,420,450,0.93,14,1
30,3.7,3.8,1013,89,6.2,0,0,98,1,435,450,0.97,14,1
6,0.8,3.8,1013,89,6.2,0,0,98,1,450,450,1,14,1
0,0,3.8,1013,89,6.2,0,0,98,0,0,450,0,14,1
0,0,3.6,1013,91,6,0,0,98,0,0,450,0,15,1
0,0,3.6,1013,91,6,0,0,98,0,0,450,0,15,1
0,0,3.6,1013,91,6,0,0,98,0,0,450,0,15,1
0,0,3.6,1013,91,6,0,0,98,0,0,450,0,15,1
0,0,3.1,1013,91,5.8,0,0,100,0,0,450,0,16,1
0,0,3.1,1013,91,5.8,0,0,100,0,0,450,0,16,1
0,0,3.1,1013,91,5.8,0,0,100,0,0,450,0,16,1
0,0,3.1,1013,91,5.8,0,0,100,0,0,450,0,16,1
0,0,3.4,1013,91,5.7,0,0,100,0,0,450,0,17,1
0,0,3.4,1013,91,5.7,0,0,100,0,0,450,0,17,1
0,0,3.4,1013,91,5.7,0,0,100,0,0,450,0,17,1
0,0,3.4,1013,91,5.7,0,0,100,0,0,450,0,17,1
0,0,3,1013,91,5.5,0,0,100,0,0,450,0,18,1
0,0,3,1013,91,5.5,0,0,100,0,0,450,0,18,1
0,0,3,1013,91,5.5,0,0,100,0,0,450,0,18,1
0,0,3,1013,91,5.5,0,0,100,0,0,450,0,18,1
0,0,3,1012,91,5.4,0,0,100,0,0,450,0,19,1
0,0,3,1012,91,5.4,0,0,100,0,0,450,0,19,1
0,0,3,1012,91,5.4,0,0,100,0,0,450,0,19,1
0,0,3,1012,91,5.4,0,0,100,0,0,450,0,19,1
0,0,2.9,1012,90,5.5,0,0,100,0,0,450,0,20,1
0,0,2.9,1012,90,5.5,0,0,100,0,0,450,0,20,1
0,0,2.9,1012,90,5.5,0,0,100,0,0,450,0,20,1
0,0,2.9,1012,90,5.5,0,0,100,0,0,450,0,20,1
0,0,2.8,1012,88,5.7,0.19,0,100,0,0,450,0,21,1
0,0,2.8,1012,88,5.7,0.19,0,100,0,0,450,0,21,1
0,0,2.8,1012,88,5.7,0.19,0,100,0,0,450,0,21,1
0,0,2.8,1012,88,5.7,0.19,0,100,0,0,450,0,21,1
0,0,2.8,1012,90,5.5,0.26,0,100,0,0,450,0,22,1
0,0,2.8,1012,90,5.5,0.26,0,100,0,0,450,0,22,1
0,0,2.8,1012,90,5.5,0.26,0,100,0,0,450,0,22,1
0,0,2.8,1012,90,5.5,0.26,0,100,0,0,450,0,22,1
0,0,2.6,1011,94,5.1,0.33,0,100,0,0,450,0,23,1
0,0,2.6,1011,94,5.1,0.33,0,100,0,0,450,0,23,1
0,0,2.6,1011,94,5.1,0.33,0,100,0,0,450,0,23,1
0,0,2.6,1011,94,5.1,0.33,0,100,0,0,450,0,23,1
0,0,2.5,1011,96,4.9,0.51,0,100,0,0,450,0,0,1
0,0,2.5,1011,96,4.9,0.51,0,100,0,0,450,0,0,1
0,0,2.5,1011,96,4.9,0.51,0,100,0,0,450,0,0,1
0,0,2.5,1011,96,4.9,0.51,0,100,0,0,450,0,0,1
0,0,1.8,1011,98,4.6,0,0.62,100,0,0,450,0,1,1
0,0,1.8,1011,98,4.6,0,0.62,100,0,0,450,0,1,1
0,0,1.8,1011,98,4.6,0,0.62,100,0,0,450,0,1,1
0,0,1.8,1011,98,4.6,0,0.62,100,0,0,450,0,1,1
0,0,1.6,1011,99,5,0,0.53,100,0,0,450,0,2,1
0,0,1.6,1011,99,5,0,0.53,100,0,0,450,0,2,1
0,0,1.6,1011,99,5,0,0.53,100,0,0,450,0,2,1
0,0,1.6,1011,99,5,0,0.53,100,0,0,450,0,2,1
0,0,1.8,1011,100,4.9,0,0.34,100,0,0,450,0,3,1
0,0,1.8,1011,100,4.9,0,0.34,100,0,0,450,0,3,1
0,0,1.8,1011,100,4.9,0,0.34,100,0,0,450,0,3,1
0,0,1.8,1011,100,4.9,0,0.34,100,0,0,450,0,3,1
0,0,2,1010,99,5,0.16,0,100,0,0,450,0,4,1
0,0,2,1010,99,5,0.16,0,100,0,0,450,0,4,1
0,0,2,1010,99,5,0.16,0,100,0,0,450,0,4,1
0,0,2,1010,99,5,0.16,0,100,0,0,450,0,4,1
0,0,2.1,1010,99,5.1,0,0,100,0,0,450,0,5,1
0,0,2.1,1010,99,5.1,0,0,100,0,0,450,0,5,1
0,0,2.1,1010,99,5.1,0,0,100,0,0,450,0,5,1
0,0,2.1,1010,99,5.1,0,0,100,0,0,450,0,5,1
0,0,2,1010,98,5.1,0,0,100,0,0,450,0,6,1
0,0,2,1010,98,5.1,0,0,100,0,0,450,0,6,1
0,0,2,1010,98,5.1,0,0,100,0,0,450,0,6,1
0,0,2,1010,98,5.1,0,0,100,0,0,450,0,6,1
0,0,1.8,1011,97,5,0,0,100,0,0,450,0,7,1
0,0.3,1.8,1011,97,5,0,0,100,1,15,450,0.03,7,1
0,3,1.8,1011,97,5,0,0,100,1,30,450,0.07,7,1
0,7.3,1.8,1011,97,5,0,0,100,1,45,450,0.1,7,1
22,12.2,1.8,1011,96,5,0,0,100,1,60,450,0.13,8,1
33,6.9,1.8,1011,96,5,0,0,100,1,75,450,0.17,8,1
68,3.1,1.8,1011,96,5,0,0,100,1,90,450,0.2,8,1
68,3.9,1.8,1011,96,5,0,0,100,1,105,450,0.23,8,1
114,8.2,2,1012,96,5.1,0,0,100,1,120,450,0.27,9,1
181,14.2,2,1012,96,5.1,0,0,100,1,135,450,0.3,9,1
302,8.5,2,1012,96,5.1,0,0,100,1,150,450,0.33,9,1
124,4.9,2,1012,96,5.1,0,0,100,1,165,450,0.37,9,1
637,5.1,2.2,1012,95,5,0,0,79,1,180,450,0.4,10,1
168,5.2,2.2,1012,95,5,0,0,79,1,195,450,0.43,10,1
101,5.3,2.2,1012,95,5,0,0,79,1,210,450,0.47,10,1
101,7.1,2.2,1012,95,5,0,0,79,1,225,450,0.5,10,1
210,9.1,2,1012,91,4.8,0.1,0,80,1,240,450,0.53,11,1
207,8.9,2,1012,91,4.8,0.1,0,80,1,255,450,0.57,11,1
155,14.5,2,1012,91,4.8,0.1,0,80,1,270,450,0.6,11,1
439,25.9,2,1012,91,4.8,0.1,0,80,1,285,450,0.63,11,1
1545,42.3,2.1,1012,90,4.8,0,0,48,1,300,450,0.67,12,1
2115,45.1,2.1,1012,90,4.8,0,0,48,1,315,450,0.7,12,1
883,30.1,2.1,1012,90,4.8,0,0,48,1,330,450,0.73,12,1
857,23.6,2.1,1012,90,4.8,0,0,48,1,345,450,0.77,12,1
356,29,1.7,1013,86,5.7,0,0,27,1,360,450,0.8,13,1
632,27.5,1.7,1013,86,5.7,0,0,27,1,375,450,0.83,13,1
319,21.8,1.7,1013,86,5.7,0,0,27,1,390,450,0.87,13,1
352,14,1.7,1013,86,5.7,0,0,27,1,405,450,0.9,13,1
217,9.8,1.6,1013,83,5.5,0,0,23,1,420,450,0.93,14,1
70,5.3,1.6,1013,83,5.5,0,0,23,1,435,450,0.97,14,1
31,1.2,1.6,1013,83,5.5,0,0,23,1,450,450,1,14,1
0,0,1.6,1013,83,5.5,0,0,23,0,0,450,0,14,1
0,0,0.1,1014,81,4.9,0,0,9,0,0,450,0,15,1
0,0,0.1,1014,81,4.9,0,0,9,0,0,450,0,15,1
0,0,0.1,1014,81,4.9,0,0,9,0,0,450,0,15,1
0,0,0.1,1014,81,4.9,0,0,9,0,0,450,0,15,1
0,0,-0.4,1014,81,4.7,0,0,4,0,0,450,0,16,1
0,0,-0.4,1014,81,4.7,0,0,4,0,0,450,0,16,1
0,0,-0.4,1014,81,4.7,0,0,4,0,0,450,0,16,1
0,0,-0.4,1014,81,4.7,0,0,4,0,0,450,0,16,1
0,0,-0.4,1015,83,4.6,0,0,5,0,0,450,0,17,1
0,0,-0.4,1015,83,4.6,0,0,5,0,0,450,0,17,1
0,0,-0.4,1015,83,4.6,0,0,5,0,0,450,0,17,1
0,0,-0.4,1015,83,4.6,0,0,5,0,0,450,0,17,1
0,0,-0.7,1015,87,4.4,0,0,3,0,0,450,0,18,1
0,0,-0.7,1015,87,4.4,0,0,3,0,0,450,0,18,1
0,0,-0.7,1015,87,4.4,0,0,3,0,0,450,0,18,1
0,0,-0.7,1015,87,4.4,0,0,3,0,0,450,0,18,1
0,0,-0.8,1016,89,4.3,0,0,14,0,0,450,0,19,1
0,0,-0.8,1016,89,4.3,0,0,14,0,0,450,0,19,1
0,0,-0.8,1016,89,4.3,0,0,14,0,0,450,0,19,1
0,0,-0.8,1016,89,4.3,0,0,14,0,0,450,0,19,1
0,0,-0.8,1016,91,4,0,0,12,0,0,450,0,20,1
0,0,-0.8,1016,91,4,0,0,12,0,0,450,0,20,1
0,0,-0.8,1016,91,4,0,0,12,0,0,450,0,20,1
0,0,-0.8,1016,91,4,0,0,12,0,0,450,0,20,1
0,0,-1.5,1016,92,3.6,0,0,5,0,0,450,0,21,1
0,0,-1.5,1016,92,3.6,0,0,5,0,0,450,0,21,1
0,0,-1.5,1016,92,3.6,0,0,5,0,0,450,0,21,1
0,0,-1.5,1016,92,3.6,0,0,5,0,0,450,0,21,1
0,0,-1.9,1016,94,4.1,0,0,27,0,0,450,0,22,1
0,0,-1.9,1016,94,4.1,0,0,27,0,0,450,0,22,1
0,0,-1.9,1016,94,4.1,0,0,27,0,0,450,0,22,1
0,0,-1.9,1016,94,4.1,0,0,27,0,0,450,0,22,1
0,0,-2.2,1016,95,3.9,0,0,36,0,0,450,0,23,1
0,0,-2.2,1016,95,3.9,0,0,36,0,0,450,0,23,1
0,0,-2.2,1016,95,3.9,0,0,36,0,0,450,0,23,1
0,0,-2.2,1016,95,3.9,0,0,36,0,0,450,0,23,1
0,0,-2.3,1016,96,3.7,0,0,58,0,0,450,0,0,1
0,0,-2.3,1016,96,3.7,0,0,58,0,0,450,0,0,1
0,0,-2.3,1016,96,3.7,0,0,58,0,0,450,0,0,1
0,0,-2.3,1016,96,3.7,0,0,58,0,0,450,0,0,1
0,0,-2.1,1015,97,3.4,0,0,66,0,0,450,0,1,1
0,0,-2.1,1015,97,3.4,0,0,66,0,0,450,0,1,1
0,0,-2.1,1015,97,3.4,0,0,66,0,0,450,0,1,1
0,0,-2.1,1015,97,3.4,0,0,66,0,0,450,0,1,1
0,0,-1.4,1015,98,3.7,0,0,81,0,0,450,0,2,1
0,0,-1.4,1015,98,3.7,0,0,81,0,0,450,0,2,1
0,0,-1.4,1015,98,3.7,0,0,81,0,0,450,0,2,1
0,0,-1.4,1015,98,3.7,0,0,81,0,0,450,0,2,1
0,0,-1.2,1015,98,3.9,0,0,99,0,0,450,0,3,1
0,0,-1.2,1015,98,3.9,0,0,99,0,0,450,0,3,1
0,0,-1.2,1015,98,3.9,0,0,99,0,0,450,0,3,1
0,0,-1.2,1015,98,3.9,0,0,99,0,0,450,0,3,1
0,0,-1,1014,97,4.1,0,0,100,0,0,450,0,4,1
0,0,-1,1014,97,4.1,0,0,100,0,0,450,0,4,1
0,0,-1,1014,97,4.1,0,0,100,0,0,450,0,4,1
0,0,-1,1014,97,4.1,0,0,100,0,0,450,0,4,1
0,0,-0.5,1014,97,4.3,0,0,98,0,0,450,0,5,1
0,0,-0.5,1014,97,4.3,0,0,98,0,0,450,0,5,1
0,0,-0.5,1014,97,4.3,0,0,98,0,0,450,0,5,1
0,0,-0.5,1014,97,4.3,0,0,98,0,0,450,0,5,1
0,0,-0.3,1014,97,4.4,0,0,91,0,0,450,0,6,1
0,0,-0.3,1014,97,4.4,0,0,91,0,0,450,0,6,1
0,0,-0.3,1014,97,4.4,0,0,91,0,0,450,0,6,1
0,0,-0.3,1014,97,4.4,0,0,91,0,0,450,0,6,1
0,0,0.3,1013,97,4.6,0,0,97,0,0,450,0,7,1
0,0.3,0.3,1013,97,4.6,0,0,97,1,15,450,0.03,7,1
0,3.2,0.3,1013,97,4.6,0,0,97,1,30,450,0.07,7,1
0,7.8,0.3,1013,97,4.6,0,0,97,1,45,450,0.1,7,1
28,12.8,0.5,1013,97,5,0,0,96,1,60,450,0.13,8,1
29,7.2,0.5,1013,97,5,0,0,96,1,75,450,0.17,8,1
58,3.3,0.5,1013,97,5,0,0,96,1,90,450,0.2,8,1
60,3.7,0.5,1013,97,5,0,0,96,1,105,450,0.23,8,1
109,4.1,1.2,1013,96,5.5,0,0.12,100,1,120,450,0.27,9,1
110,4.4,1.2,1013,96,5.5,0,0.12,100,1,135,450,0.3,9,1
117,4.8,1.2,1013,96,5.5,0,0.12,100,1,150,450,0.33,9,1
126,5,1.2,1013,96,5.5,0,0.12,100,1,165,450,0.37,9,1
149,5.1,1.1,1012,97,5.7,0,0.23,100,1,180,450,0.4,10,1
143,5.2,1.1,1012,97,5.7,0,0.23,100,1,195,450,0.43,10,1
155,5.3,1.1,1012,97,5.7,0,0.23,100,1,210,450,0.47,10,1
142,5.3,1.1,1012,97,5.7,0,0.23,100,1,225,450,0.5,10,1
137,5.3,1.2,1011,99,6.1,0,0.47,100,1,240,450,0.53,11,1
109,5.3,1.2,1011,99,6.1,0,0.47,100,1,255,450,0.57,11,1
102,5.2,1.2,1011,99,6.1,0,0.47,100,1,270,450,0.6,11,1
131,5,1.2,1011,99,6.1,0,0.47,100,1,285,450,0.63,11,1
126,4.9,1.7,1010,98,6.9,0,0.52,100,1,300,450,0.67,12,1
102,5.1,1.7,1010,98,6.9,0,0.52,100,1,315,450,0.7,12,1
69,17.6,1.7,1010,98,6.9,0,0.52,100,1,330,450,0.73,12,1
79,21.9,1.7,1010,98,6.9,0,0.52,100,1,345,450,0.77,12,1
79,20,2.3,1009,97,7.4,0.53,0,100,1,360,450,0.8,13,1
39,19.7,2.3,1009,97,7.4,0.53,0,100,1,375,450,0.83,13,1
20,17.2,2.3,1009,97,7.4,0.53,0,100,1,390,450,0.87,13,1
19,13.7,2.3,1009,97,7.4,0.53,0,100,1,405,450,0.9,13,1
12,9.8,2.5,1008,95,7.7,0.54,0,100,1,420,450,0.93,14,1
6,5.1,2.5,1008,95,7.7,0.54,0,100,1,435,450,0.97,14,1
0,1.4,2.5,1008,95,7.7,0.54,0,100,1,450,450,1,14,1
0,0,2.5,1008,95,7.7,0.54,0,100,0,0,450,0,14,1
0,0,2.6,1007,95,8,0.52,0,100,0,0,450,0,15,1
0,0,2.6,1007,95,8,0.52,0,100,0,0,450,0,15,1
0,0,2.6,1007,95,8,0.52,0,100,0,0,450,0,15,1
0,0,2.6,1007,95,8,0.52,0,100,0,0,450,0,15,1
0,0,2.8,1005,94,8.7,0.57,0,100,0,0,450,0,16,1
0,0,2.8,1005,94,8.7,0.57,0,100,0,0,450,0,16,1
0,0,2.8,1005,94,8.7,0.57,0,100,0,0,450,0,16,1
0,0,2.8,1005,94,8.7,0.57,0,100,0,0,450,0,16,1
0,0,3.4,1004,93,9.6,1.04,0,100,0,0,450,0,17,1
0,0,3.4,1004,93,9.6,1.04,0,100,0,0,450,0,17,1
0,0,3.4,1004,93,9.6,1.04,0,100,0,0,450,0,17,1
0,0,3.4,1004,93,9.6,1.04,0,100,0,0,450,0,17,1
0,0,3.5,1002,94,9.9,1.68,0,100,0,0,450,0,18,1
0,0,3.5,1002,94,9.9,1.68,0,100,0,0,450,0,18,1
0,0,3.5,1002,94,9.9,1.68,0,100,0,0,450,0,18,1
0,0,3.5,1002,94,9.9,1.68,0,100,0,0,450,0,18,1
0,0,3.6,1001,94,10.1,0.57,0,100,0,0,450,0,19,1
0,0,3.6,1001,94,10.1,0.57,0,100,0,0,450,0,19,1
0,0,3.6,1001,94,10.1,0.57,0,100,0,0,450,0,19,1
0,0,3.6,1001,94,10.1,0.57,0,100,0,0,450,0,19,1
0,0,3.8,1000,94,10.4,0.44,0,100,0,0,450,0,20,1
0,0,3.8,1000,94,10.4,0.44,0,100,0,0,450,0,20,1
0,0,3.8,1000,94,10.4,0.44,0,100,0,0,450,0,20,1
0,0,3.8,1000,94,10.4,0.44,0,100,0,0,450,0,20,1
0,0,3.9,999,97,10.2,0.82,0,100,0,0,450,0,21,1
0,0,3.9,999,97,10.2,0.82,0,100,0,0,450,0,21,1
0,0,3.9,999,97,10.2,0.82,0,100,0,0,450,0,21,1
0,0,3.9,999,97,10.2,0.82,0,100,0,0,450,0,21,1
0,0,4.7,997,95,9.2,0.8,0,100,0,0,450,0,22,1
0,0,4.7,997,95,9.2,0.8,0,100,0,0,450,0,22,1
0,0,4.7,997,95,9.2,0.8,0,100,0,0,450,0,22,1
0,0,4.7,997,95,9.2,0.8,0,100,0,0,450,0,22,1
0,0,3.8,996,94,8.5,1.29,0,100,0,0,450,0,23,1
0,0,3.8,996,94,8.5,1.29,0,100,0,0,450,0,23,1
0,0,3.8,996,94,8.5,1.29,0,100,0,0,450,0,23,1
0,0,3.8,996,94,8.5,1.29,0,100,0,0,450,0,23,1
0,0,1.4,995,94,7.6,0,1.68,100,0,0,465,0,0,1
0,0,1.4,995,94,7.6,0,1.68,100,0,0,465,0,0,1
0,0,1.4,995,94,7.6,0,1.68,100,0,0,465,0,0,1
0,0,1.4,995,94,7.6,0,1.68,100,0,0,465,0,0,1
0,0,2.4,995,92,8.9,1.24,0,100,0,0,465,0,1,1
0,0,2.4,995,92,8.9,1.24,0,100,0,0,465,0,1,1
0,0,2.4,995,92,8.9,1.24,0,100,0,0,465,0,1,1
0,0,2.4,995,92,8.9,1.24,0,100,0,0,465,0,1,1
0,0,2.6,994,88,8.6,0.58,0,55,0,0,465,0,2,1
0,0,2.6,994,88,8.6,0.58,0,55,0,0,465,0,2,1
0,0,2.6,994,88,8.6,0.58,0,55,0,0,465,0,2,1
0,0,2.6,994,88,8.6,0.58,0,55,0,0,465,0,2,1
0,0,2.1,994,83,8.7,0,0,13,0,0,465,0,3,1
0,0,2.1,994,83,8.7,0,0,13,0,0,465,0,3,1
0,0,2.1,994,83,8.7,0,0,13,0,0,465,0,3,1
0,0,2.1,994,83,8.7,0,0,13,0,0,465,0,3,1
0,0,2.2,993,80,8.5,0,0,4,0,0,465,0,4,1
0,0,2.2,993,80,8.5,0,0,4,0,0,465,0,4,1
0,0,2.2,993,80,8.5,0,0,4,0,0,465,0,4,1
0,0,2.2,993,80,8.5,0,0,4,0,0,465,0,4,1
0,0,2.7,992,82,8.6,0,0,65,0,0,465,0,5,1
0,0,2.7,992,82,8.6,0,0,65,0,0,465,0,5,1
0,0,2.7,992,82,8.6,0,0,65,0,0,465,0,5,1
0,0,2.7,992,82,8.6,0,0,65,0,0,465,0,5,1
0,0,2.8,991,83,9.2,0.19,0,75,0,0,465,0,6,1
0,0,2.8,991,83,9.2,0.19,0,75,0,0,465,0,6,1
0,0,2.8,991,83,9.2,0.19,0,75,0,0,465,0,6,1
0,0,2.8,991,83,9.2,0.19,0,75,0,0,465,0,6,1
0,0,2,990,87,9.3,0.3,0,48,0,0,465,0,7,1
0,0.3,2,990,87,9.3,0.3,0,48,1,15,465,0.03,7,1
0,2.9,2,990,87,9.3,0.3,0,48,1,30,465,0.06,7,1
0,6.6,2,990,87,9.3,0.3,0,48,1,45,465,0.1,7,1
21,11,1.7,990,87,9.2,0,0.14,81,1,60,465,0.13,8,1
49,15.8,1.7,990,87,9.2,0,0.14,81,1,75,465,0.16,8,1
69,20.3,1.7,990,87,9.2,0,0.14,81,1,90,465,0.19,8,1
300,9.7,1.7,990,87,9.2,0,0.14,81,1,105,465,0.23,8,1
101,3.6,2.1,990,88,9.2,0.41,0,100,1,120,465,0.26,9,1
148,3.9,2.1,990,88,9.2,0.41,0,100,1,135,465,0.29,9,1
332,4.4,2.1,990,88,9.2,0.41,0,100,1,150,465,0.32,9,1
116,4.7,2.1,990,88,9.2,0.41,0,100,1,165,465,0.35,9,1
29,5.3,2.6,991,87,9,0.19,0,64,1,180,465,0.39,10,1
68,13.7,2.6,991,87,9,0.19,0,64,1,195,465,0.42,10,1
440,9.3,2.6,991,87,9,0.19,0,64,1,210,465,0.45,10,1
349,7,2.6,991,87,9,0.19,0,64,1,225,465,0.48,10,1
275,14.3,2.7,991,83,9.8,0.71,0,83,1,240,465,0.52,11,1
458,9.2,2.7,991,83,9.8,0.71,0,83,1,255,465,0.55,11,1
223,5.4,2.7,991,83,9.8,0.71,0,83,1,270,465,0.58,11,1
245,5.2,2.7,991,83,9.8,0.71,0,83,1,285,465,0.61,11,1
162,5.2,1.6,992,84,10.1,0,0.36,99,1,300,465,0.65,12,1
120,10,1.6,992,84,10.1,0,0.36,99,1,315,465,0.68,12,1
110,14.6,1.6,992,84,10.1,0,0.36,99,1,330,465,0.71,12,1
42,15.3,1.6,992,84,10.1,0,0.36,99,1,345,465,0.74,12,1
58,22.6,1.6,994,85,9.2,0,0.22,100,1,360,465,0.77,13,1
45,24.2,1.6,994,85,9.2,0,0.22,100,1,375,465,0.81,13,1
37,15.5,1.6,994,85,9.2,0,0.22,100,1,390,465,0.84,13,1
98,10.7,1.6,994,85,9.2,0,0.22,100,1,405,465,0.87,13,1
46,9.7,1,995,86,9,0,0.41,100,1,420,465,0.9,14,1
7,5.8,1,995,86,9,0,0.41,100,1,435,465,0.94,14,1
0,1.7,1,995,86,9,0,0.41,100,1,450,465,0.97,14,1
0,0,1,995,86,9,0,0.41,100,1,465,465,1,14,1
0,0,0.5,997,83,8.8,0,0.24,57,0,0,465,0,15,1
0,0,0.5,997,83,8.8,0,0.24,57,0,0,465,0,15,1
0,0,0.5,997,83,8.8,0,0.24,57,0,0,465,0,15,1
0,0,0.5,997,83,8.8,0,0.24,57,0,0,465,0,15,1
0,0,0.3,999,80,8.3,0,0,71,0,0,465,0,16,1
0,0,0.3,999,80,8.3,0,0,71,0,0,465,0,16,1
0,0,0.3,999,80,8.3,0,0,71,0,0,465,0,16,1
0,0,0.3,999,80,8.3,0,0,71,0,0,465,0,16,1
0,0,0.6,1001,79,7.9,0,0,79,0,0,465,0,17,1
0,0,0.6,1001,79,7.9,0,0,79,0,0,465,0,17,1
0,0,0.6,1001,79,7.9,0,0,79,0,0,465,0,17,1
0,0,0.6,1001,79,7.9,0,0,79,0,0,465,0,17,1
0,0,0,1002,80,7.4,0,0,61,0,0,465,0,18,1
0,0,0,1002,80,7.4,0,0,61,0,0,465,0,18,1
0,0,0,1002,80,7.4,0,0,61,0,0,465,0,18,1
0,0,0,1002,80,7.4,0,0,61,0,0,465,0,18,1
0,0,-0.8,1004,79,7,0,0,29,0,0,465,0,19,1
0,0,-0.8,1004,79,7,0,0,29,0,0,465,0,19,1
0,0,-0.8,1004,79,7,0,0,29,0,0,465,0,19,1
0,0,-0.8,1004,79,7,0,0,29,0,0,465,0,19,1
0,0,-0.3,1005,81,6.8,0,0,68,0,0,465,0,20,1
0,0,-0.3,1005,81,6.8,0,0,68,0,0,465,0,20,1
0,0,-0.3,1005,81,6.8,0,0,68,0,0,465,0,20,1
0,0,-0.3,1005,81,6.8,0,0,68,0,0,465,0,20,1
0,0,-1.3,1007,82,6.7,0,0,85,0,0,465,0,21,1
0,0,-1.3,1007,82,6.7,0,0,85,0,0,465,0,21,1
0,0,-1.3,1007,82,6.7,0,0,85,0,0,465,0,21,1
0,0,-1.3,1007,82,6.7,0,0,85,0,0,465,0,21,1
0,0,-1.2,1008,80,6.7,0,0,87,0,0,465,0,22,1
0,0,-1.2,1008,80,6.7,0,0,87,0,0,465,0,22,1
0,0,-1.2,1008,80,6.7,0,0,87,0,0,465,0,22,1
0,0,-1.2,1008,80,6.7,0,0,87,0,0,465,0,22,1
0,0,-1.3,1010,80,6.5,0,0,93,0,0,465,0,23,1
0,0,-1.3,1010,80,6.5,0,0,93,0,0,465,0,23,1
